Tanggal;Harga
2023-08-05;116700
2023-08-06;116450
2023-08-07;116550
2023-08-08;115580
2023-08-09;116400
2023-08-10;116840
2023-08-11;116120
2023-08-12;116230
2023-08-13;116070
2023-08-14;116390
2023-08-15;115980
2023-08-16;116010
2023-08-17;117010
2023-08-18;115950
2023-08-19;116680
2023-08-20;116470
2023-08-21;116390
2023-08-22;116490
2023-08-23;116820
2023-08-24;116670
2023-08-25;116980
2023-08-26;116620
2023-08-27;116850
2023-08-28;116270
2023-08-29;116430
2023-08-30;117300
2023-08-31;117130
2023-09-01;117230
2023-09-02;117280
2023-09-03;117470
2023-09-04;116940
2023-09-05;116880
2023-09-06;116380
2023-09-07;117260
2023-09-08;116870
2023-09-09;116760
2023-09-10;116820
2023-09-11;116760
2023-09-12;117050
2023-09-13;116680
2023-09-14;116980
2023-09-15;116740
2023-09-16;117000
2023-09-17;116690
2023-09-18;117280
2023-09-19;116330
2023-09-20;117590
2023-09-21;116460
2023-09-22;116810
2023-09-23;116840
2023-09-24;116370
2023-09-25;117030
2023-09-26;116510
2023-09-27;116660
2023-09-28;117020
2023-09-29;116740
2023-09-30;116800
2023-10-01;116520
2023-10-02;116300
2023-10-03;116910
2023-10-04;117120
2023-10-05;116710
2023-10-06;116380
2023-10-07;116720
2023-10-08;116280
2023-10-09;116450
2023-10-10;117070
2023-10-11;114720
2023-10-12;117000
2023-10-13;117090
2023-10-14;117100
2023-10-15;116910
2023-10-16;116700
2023-10-17;117180
2023-10-18;116590
2023-10-19;117190
2023-10-20;117700
2023-10-21;117020
2023-10-22;116960
2023-10-23;116720
2023-10-24;116990
2023-10-25;116760
2023-10-26;116520
2023-10-27;116560
2023-10-28;117290
2023-10-29;116610
2023-10-30;117090
2023-10-31;116710
2023-11-01;117060
2023-11-02;117250
2023-11-03;117650
2023-11-04;117060
2023-11-05;117280
2023-11-06;117160
2023-11-07;116230
2023-11-08;116900
2023-11-09;117120
2023-11-10;117050
2023-11-11;117280
2023-11-12;116490
2023-11-13;116280
2023-11-14;117050
2023-11-15;116550
2023-11-16;117030
2023-11-17;117060
2023-11-18;117330
2023-11-19;117670
2023-11-20;117310
2023-11-21;116670
2023-11-22;117050
2023-11-23;116910
2023-11-24;117380
2023-11-25;116690
2023-11-26;116280
2023-11-27;116990
2023-11-28;116730
2023-11-29;116500
2023-11-30;116900
2023-12-01;116990
2023-12-02;117350
2023-12-03;116560
2023-12-04;116560
2023-12-05;117710
2023-12-06;117140
2023-12-07;116950
2023-12-08;116590
2023-12-09;116980
2023-12-10;116840
2023-12-11;116330
2023-12-12;117250
2023-12-13;116920
2023-12-14;117630
2023-12-15;117720
2023-12-16;117430
2023-12-17;116640
2023-12-18;117060
2023-12-19;117220
2023-12-20;116980
2023-12-21;116950
2023-12-22;117200
2023-12-23;117170
2023-12-24;117520
2023-12-25;117560
2023-12-26;117720
2023-12-27;117350
2023-12-28;116870
2023-12-29;116880
2023-12-30;116770
2023-12-31;117150
2024-01-01;116950
2024-01-02;116490
2024-01-03;117100
2024-01-04;116650
2024-01-05;116900
2024-01-06;117650
2024-01-07;116830
2024-01-08;116300
2024-01-09;116620
2024-01-10;116870
2024-01-11;117340
